,증기압(hPa),강수량(mm),1일후강수량,풍속(m/s),cos_week_of_year,저수량(현재),시정(10m),sin_month,최저운고(100m ),당일유입량
2000-01-01,0.13466631355932202,0.0,0.0,0.1914734480179507,1.0,0.582062266364703,0.31018542617883255,0.5,0.11475409836065573,0.002319085015548411
2000-01-02,0.1783633474576271,0.0,0.0,0.2400897531787584,1.0,0.5800772190237113,0.2561453982507768,0.5,0.11475409836065573,0.0024772044484267118
2000-01-03,0.08342161016949153,0.0,0.0,0.15033657442034407,0.9963544370490269,0.5762435537122432,0.3450774127150575,0.5,0.11475409836065573,0.002002846149791809
2000-01-04,0.07534427966101695,0.0,0.005805072425189305,0.11443530291697833,0.9963544370490269,0.5739106114764385,0.3140150344571987,0.5,0.11475409836065573,0.0032150951351921143
2000-01-05,0.13215042372881355,0.005805072425189305,0.03160539431491955,0.10545998504113688,0.9963544370490269,0.5709091653251113,0.2467841335703262,0.5,0.12529274004683838,0.00421651821008802
2000-01-06,0.1999470338983051,0.03160539431491955,0.0041925523070811665,0.27225130890052357,0.9963544370490269,0.5687672242080275,0.22652976089807855,0.5,0.08489461358313816,0.0033732145680704165
2000-01-07,0.0625,0.0041925523070811665,0.0,0.4397905759162304,0.9963544370490269,0.5658067068678545,0.39698988048846534,0.5,0.11475409836065573,0.0031096821799399153
2000-01-08,0.08196504237288137,0.0,0.00645008047243256,0.23036649214659688,0.9963544370490269,0.5633782640726896,0.3867775917461556,0.5,0.19153563064570087,0.002319085015548411
2000-01-09,0.10632944915254236,0.00645008047243256,0.01918898940548687,0.13836948391922216,0.9963544370490269,0.5603358891102077,0.20678600266294636,0.5,0.28914352626296425,0.002846149791809414
2000-01-10,0.1183792372881356,0.01918898940548687,0.026929085972405942,0.16155572176514585,0.985470908713026,0.523233921798685,0.23716756167131786,0.5,0.12353629976580793,0.0016866072840352082
2000-01-11,0.10354872881355934,0.026929085972405942,0.0045150563307027915,0.12266267763649966,0.985470908713026,0.5535348849900408,0.3174191307046353,0.5,0.360655737704918,0.0035840404785748166
