,날짜,위치,남중고도,9시고도,12시고도,15시고도,18시고도,9시방위각,12시방위각,15시방위각,18시방위각
0,20190315,대구,51˚ 51´,27˚ 6´,50˚ 59´,39˚ 1´,5˚ 43´,115˚ 15´,166˚ 7´,229˚ 37´,263˚ 7´
0,20190316,대구,52˚ 15´,27˚ 25´,51˚ 23´,39˚ 17´,5˚ 54´,114˚ 58´,166˚ 7´,230˚ 0´,263˚ 29´
0,20190317,대구,52˚ 38´,27˚ 44´,51˚ 47´,39˚ 33´,6˚ 5´,114˚ 42´,166˚ 6´,230˚ 23´,263˚ 50´
0,20190318,대구,53˚ 2´,28˚ 3´,52˚ 11´,39˚ 49´,6˚ 15´,114˚ 25´,166˚ 5´,230˚ 47´,264˚ 12´
0,20190319,대구,53˚ 26´,28˚ 22´,52˚ 36´,40˚ 4´,6˚ 26´,114˚ 9´,166˚ 5´,231˚ 11´,264˚ 34´
0,20190320,대구,53˚ 50´,28˚ 42´,53˚ 0´,40˚ 20´,6˚ 36´,113˚ 52´,166˚ 4´,231˚ 35´,264˚ 56´
0,20190321,대구,54˚ 13´,29˚ 1´,53˚ 24´,40˚ 35´,6˚ 46´,113˚ 36´,166˚ 4´,232˚ 0´,265˚ 18´
0,20190322,대구,54˚ 37´,29˚ 20´,53˚ 48´,40˚ 51´,6˚ 57´,113˚ 19´,166˚ 4´,232˚ 24´,265˚ 40´
0,20190323,대구,55˚ 1´,29˚ 39´,54˚ 12´,41˚ 6´,7˚ 7´,113˚ 2´,166˚ 3´,232˚ 49´,266˚ 2´
0,20190324,대구,55˚ 24´,29˚ 58´,54˚ 36´,41˚ 21´,7˚ 17´,112˚ 45´,166˚ 3´,233˚ 14´,266˚ 24´
0,20190325,대구,55˚ 48´,30˚ 17´,55˚ 0´,41˚ 36´,7˚ 28´,112˚ 28´,166˚ 3´,233˚ 39´,266˚ 46´
0,20190326,대구,56˚ 11´,30˚ 36´,55˚ 24´,41˚ 51´,7˚ 38´,112˚ 11´,166˚ 2´,234˚ 4´,267˚ 8´
0,20190327,대구,56˚ 35´,30˚ 55´,55˚ 48´,42˚ 5´,7˚ 48´,111˚ 54´,166˚ 2´,234˚ 30´,267˚ 30´
0,20190328,대구,56˚ 58´,31˚ 14´,56˚ 12´,42˚ 20´,7˚ 58´,111˚ 37´,166˚ 2´,234˚ 55´,267˚ 51´
0,20190329,대구,57˚ 22´,31˚ 33´,56˚ 36´,42˚ 34´,8˚ 8´,111˚ 20´,166˚ 1´,235˚ 21´,268˚ 13´
0,20190330,대구,57˚ 45´,31˚ 52´,57˚ 0´,42˚ 49´,8˚ 18´,111˚ 2´,166˚ 1´,235˚ 47´,268˚ 35´
0,20190331,대구,58˚ 8´,32˚ 10´,57˚ 23´,43˚ 3´,8˚ 28´,110˚ 45´,166˚ 1´,236˚ 13´,268˚ 57´
0,20190401,대구,58˚ 32´,32˚ 29´,57˚ 47´,43˚ 17´,8˚ 38´,110˚ 27´,166˚ 0´,236˚ 39´,269˚ 19´
0,20190402,대구,58˚ 55´,32˚ 47´,58˚ 11´,43˚ 31´,8˚ 48´,110˚ 10´,166˚ 0´,237˚ 5´,269˚ 40´
0,20190403,대구,59˚ 18´,33˚ 5´,58˚ 34´,43˚ 45´,8˚ 57´,109˚ 52´,166˚ 0´,237˚ 31´,270˚ 2´
0,20190404,대구,59˚ 41´,33˚ 23´,58˚ 57´,43˚ 58´,9˚ 7´,109˚ 34´,165˚ 59´,237˚ 57´,270˚ 23´
0,20190405,대구,60˚ 4´,33˚ 41´,59˚ 21´,44˚ 12´,9˚ 17´,109˚ 17´,165˚ 59´,238˚ 24´,270˚ 45´
0,20190406,대구,60˚ 27´,33˚ 59´,59˚ 44´,44˚ 25´,9˚ 27´,108˚ 59´,165˚ 58´,238˚ 50´,271˚ 6´
0,20190407,대구,60˚ 49´,34˚ 17´,60˚ 7´,44˚ 39´,9˚ 36´,108˚ 41´,165˚ 57´,239˚ 17´,271˚ 27´
0,20190408,대구,61˚ 12´,34˚ 34´,60˚ 30´,44˚ 52´,9˚ 46´,108˚ 23´,165˚ 56´,239˚ 43´,271˚ 48´
0,20190409,대구,61˚ 34´,34˚ 52´,60˚ 53´,45˚ 5´,9˚ 56´,108˚ 5´,165˚ 55´,240˚ 10´,272˚ 9´
0,20190410,대구,61˚ 56´,35˚ 9´,61˚ 15´,45˚ 18´,10˚ 5´,107˚ 47´,165˚ 54´,240˚ 36´,272˚ 30´
0,20190411,대구,62˚ 19´,35˚ 26´,61˚ 38´,45˚ 30´,10˚ 15´,107˚ 29´,165˚ 53´,241˚ 3´,272˚ 51´
0,20190412,대구,62˚ 41´,35˚ 43´,62˚ 0´,45˚ 43´,10˚ 24´,107˚ 10´,165˚ 52´,241˚ 29´,273˚ 11´
0,20190413,대구,63˚ 3´,35˚ 59´,62˚ 22´,45˚ 55´,10˚ 34´,106˚ 52´,165˚ 51´,241˚ 55´,273˚ 32´
0,20190414,대구,63˚ 24´,36˚ 16´,62˚ 45´,46˚ 7´,10˚ 43´,106˚ 34´,165˚ 49´,242˚ 22´,273˚ 52´
0,20190415,대구,63˚ 46´,36˚ 32´,63˚ 6´,46˚ 19´,10˚ 52´,106˚ 16´,165˚ 48´,242˚ 48´,274˚ 12´
0,20190416,대구,64˚ 7´,36˚ 48´,63˚ 28´,46˚ 31´,11˚ 2´,105˚ 57´,165˚ 46´,243˚ 14´,274˚ 32´
0,20190417,대구,64˚ 29´,37˚ 4´,63˚ 50´,46˚ 43´,11˚ 11´,105˚ 39´,165˚ 44´,243˚ 41´,274˚ 52´
0,20190418,대구,64˚ 50´,37˚ 19´,64˚ 11´,46˚ 55´,11˚ 20´,105˚ 20´,165˚ 42´,244˚ 7´,275˚ 11´
0,20190419,대구,65˚ 10´,37˚ 34´,64˚ 32´,47˚ 6´,11˚ 29´,105˚ 2´,165˚ 39´,244˚ 33´,275˚ 31´
0,20190420,대구,65˚ 31´,37˚ 50´,64˚ 53´,47˚ 18´,11˚ 39´,104˚ 43´,165˚ 37´,244˚ 59´,275˚ 50´
0,20190421,대구,65˚ 52´,38˚ 4´,65˚ 14´,47˚ 29´,11˚ 48´,104˚ 25´,165˚ 34´,245˚ 24´,276˚ 9´
0,20190422,대구,66˚ 12´,38˚ 19´,65˚ 34´,47˚ 40´,11˚ 57´,104˚ 6´,165˚ 31´,245˚ 50´,276˚ 28´
0,20190423,대구,66˚ 32´,38˚ 33´,65˚ 55´,47˚ 51´,12˚ 6´,103˚ 48´,165˚ 27´,246˚ 16´,276˚ 46´
0,20190424,대구,66˚ 52´,38˚ 47´,66˚ 15´,48˚ 2´,12˚ 15´,103˚ 29´,165˚ 24´,246˚ 41´,277˚ 5´
0,20190425,대구,67˚ 12´,39˚ 1´,66˚ 35´,48˚ 13´,12˚ 24´,103˚ 11´,165˚ 20´,247˚ 6´,277˚ 23´
0,20190426,대구,67˚ 31´,39˚ 14´,66˚ 54´,48˚ 23´,12˚ 33´,102˚ 52´,165˚ 15´,247˚ 31´,277˚ 41´
0,20190427,대구,67˚ 51´,39˚ 28´,67˚ 14´,48˚ 34´,12˚ 42´,102˚ 34´,165˚ 11´,247˚ 56´,277˚ 58´
0,20190428,대구,68˚ 10´,39˚ 41´,67˚ 33´,48˚ 44´,12˚ 51´,102˚ 15´,165˚ 6´,248˚ 20´,278˚ 16´
0,20190429,대구,68˚ 29´,39˚ 53´,67˚ 51´,48˚ 54´,12˚ 59´,101˚ 57´,165˚ 1´,248˚ 44´,278˚ 33´
0,20190430,대구,68˚ 47´,40˚ 6´,68˚ 10´,49˚ 4´,13˚ 8´,101˚ 38´,164˚ 55´,249˚ 8´,278˚ 50´
0,20190501,대구,69˚ 6´,40˚ 18´,68˚ 28´,49˚ 14´,13˚ 17´,101˚ 20´,164˚ 49´,249˚ 32´,279˚ 6´
0,20190502,대구,69˚ 24´,40˚ 29´,68˚ 46´,49˚ 24´,13˚ 26´,101˚ 2´,164˚ 43´,249˚ 55´,279˚ 23´
0,20190503,대구,69˚ 42´,40˚ 41´,69˚ 4´,49˚ 34´,13˚ 34´,100˚ 43´,164˚ 36´,250˚ 19´,279˚ 39´
0,20190504,대구,69˚ 59´,40˚ 52´,69˚ 22´,49˚ 43´,13˚ 43´,100˚ 25´,164˚ 29´,250˚ 42´,279˚ 55´
0,20190505,대구,70˚ 17´,41˚ 3´,69˚ 39´,49˚ 53´,13˚ 51´,100˚ 7´,164˚ 21´,251˚ 4´,280˚ 10´
0,20190506,대구,70˚ 34´,41˚ 13´,69˚ 56´,50˚ 2´,14˚ 0´,99˚ 49´,164˚ 13´,251˚ 26´,280˚ 25´
0,20190507,대구,70˚ 50´,41˚ 23´,70˚ 12´,50˚ 11´,14˚ 8´,99˚ 31´,164˚ 5´,251˚ 48´,280˚ 40´
0,20190508,대구,71˚ 7´,41˚ 33´,70˚ 29´,50˚ 20´,14˚ 17´,99˚ 13´,163˚ 56´,252˚ 10´,280˚ 55´
0,20190509,대구,71˚ 23´,41˚ 43´,70˚ 45´,50˚ 29´,14˚ 25´,98˚ 56´,163˚ 47´,252˚ 31´,281˚ 9´
0,20190510,대구,71˚ 39´,41˚ 52´,71˚ 0´,50˚ 38´,14˚ 34´,98˚ 38´,163˚ 37´,252˚ 52´,281˚ 23´
0,20190511,대구,71˚ 55´,42˚ 1´,71˚ 16´,50˚ 47´,14˚ 42´,98˚ 21´,163˚ 27´,253˚ 13´,281˚ 37´
0,20190512,대구,72˚ 10´,42˚ 10´,71˚ 31´,50˚ 55´,14˚ 50´,98˚ 4´,163˚ 16´,253˚ 33´,281˚ 50´
0,20190513,대구,72˚ 25´,42˚ 18´,71˚ 45´,51˚ 4´,14˚ 58´,97˚ 47´,163˚ 5´,253˚ 53´,282˚ 3´
0,20190514,대구,72˚ 40´,42˚ 26´,72˚ 0´,51˚ 12´,15˚ 6´,97˚ 30´,162˚ 54´,254˚ 12´,282˚ 16´
0,20190515,대구,72˚ 54´,42˚ 34´,72˚ 14´,51˚ 20´,15˚ 14´,97˚ 13´,162˚ 42´,254˚ 31´,282˚ 28´
0,20190516,대구,73˚ 9´,42˚ 41´,72˚ 27´,51˚ 28´,15˚ 22´,96˚ 57´,162˚ 29´,254˚ 49´,282˚ 41´
0,20190517,대구,73˚ 22´,42˚ 48´,72˚ 41´,51˚ 36´,15˚ 29´,96˚ 40´,162˚ 17´,255˚ 7´,282˚ 52´
0,20190518,대구,73˚ 36´,42˚ 55´,72˚ 53´,51˚ 44´,15˚ 37´,96˚ 24´,162˚ 3´,255˚ 25´,283˚ 4´
0,20190519,대구,73˚ 49´,43˚ 1´,73˚ 6´,51˚ 52´,15˚ 45´,96˚ 9´,161˚ 50´,255˚ 42´,283˚ 15´
0,20190520,대구,74˚ 2´,43˚ 7´,73˚ 18´,51˚ 59´,15˚ 52´,95˚ 53´,161˚ 35´,255˚ 59´,283˚ 25´
0,20190521,대구,74˚ 14´,43˚ 13´,73˚ 30´,52˚ 7´,16˚ 0´,95˚ 38´,161˚ 21´,256˚ 15´,283˚ 36´
0,20190522,대구,74˚ 26´,43˚ 18´,73˚ 41´,52˚ 14´,16˚ 7´,95˚ 23´,161˚ 6´,256˚ 31´,283˚ 46´
0,20190523,대구,74˚ 38´,43˚ 24´,73˚ 52´,52˚ 21´,16˚ 14´,95˚ 8´,160˚ 50´,256˚ 46´,283˚ 55´
0,20190524,대구,74˚ 49´,43˚ 28´,74˚ 3´,52˚ 28´,16˚ 21´,94˚ 54´,160˚ 34´,257˚ 1´,284˚ 5´
0,20190525,대구,75˚ 1´,43˚ 33´,74˚ 13´,52˚ 35´,16˚ 29´,94˚ 40´,160˚ 18´,257˚ 15´,284˚ 13´
0,20190526,대구,75˚ 11´,43˚ 37´,74˚ 23´,52˚ 42´,16˚ 36´,94˚ 26´,160˚ 1´,257˚ 28´,284˚ 22´
0,20190527,대구,75˚ 22´,43˚ 41´,74˚ 32´,52˚ 49´,16˚ 42´,94˚ 12´,159˚ 44´,257˚ 41´,284˚ 30´
0,20190528,대구,75˚ 32´,43˚ 45´,74˚ 41´,52˚ 56´,16˚ 49´,93˚ 59´,159˚ 27´,257˚ 54´,284˚ 38´
0,20190529,대구,75˚ 41´,43˚ 48´,74˚ 50´,53˚ 2´,16˚ 56´,93˚ 46´,159˚ 10´,258˚ 6´,284˚ 45´
0,20190530,대구,75˚ 50´,43˚ 51´,74˚ 58´,53˚ 9´,17˚ 2´,93˚ 34´,158˚ 52´,258˚ 17´,284˚ 52´
0,20190531,대구,75˚ 59´,43˚ 54´,75˚ 6´,53˚ 15´,17˚ 9´,93˚ 22´,158˚ 34´,258˚ 28´,284˚ 59´
0,20190601,대구,76˚ 8´,43˚ 56´,75˚ 13´,53˚ 21´,17˚ 15´,93˚ 10´,158˚ 15´,258˚ 39´,285˚ 5´
0,20190602,대구,76˚ 16´,43˚ 58´,75˚ 20´,53˚ 27´,17˚ 21´,92˚ 59´,157˚ 57´,258˚ 48´,285˚ 11´
0,20190603,대구,76˚ 24´,44˚ 0´,75˚ 27´,53˚ 33´,17˚ 27´,92˚ 48´,157˚ 39´,258˚ 58´,285˚ 16´
0,20190604,대구,76˚ 31´,44˚ 1´,75˚ 33´,53˚ 38´,17˚ 33´,92˚ 37´,157˚ 20´,259˚ 6´,285˚ 22´
0,20190605,대구,76˚ 38´,44˚ 3´,75˚ 39´,53˚ 44´,17˚ 38´,92˚ 27´,157˚ 2´,259˚ 14´,285˚ 26´
0,20190606,대구,76˚ 44´,44˚ 4´,75˚ 44´,53˚ 49´,17˚ 44´,92˚ 17´,156˚ 43´,259˚ 21´,285˚ 31´
0,20190607,대구,76˚ 51´,44˚ 4´,75˚ 49´,53˚ 55´,17˚ 49´,92˚ 8´,156˚ 25´,259˚ 28´,285˚ 35´
0,20190608,대구,76˚ 56´,44˚ 5´,75˚ 53´,54˚ 0´,17˚ 55´,91˚ 59´,156˚ 6´,259˚ 34´,285˚ 38´
0,20190609,대구,77˚ 2´,44˚ 5´,75˚ 57´,54˚ 5´,18˚ 0´,91˚ 51´,155˚ 48´,259˚ 40´,285˚ 41´
0,20190610,대구,77˚ 7´,44˚ 5´,76˚ 1´,54˚ 10´,18˚ 5´,91˚ 43´,155˚ 30´,259˚ 45´,285˚ 44´
0,20190611,대구,77˚ 11´,44˚ 5´,76˚ 4´,54˚ 14´,18˚ 9´,91˚ 36´,155˚ 13´,259˚ 49´,285˚ 46´
0,20190612,대구,77˚ 15´,44˚ 4´,76˚ 7´,54˚ 19´,18˚ 14´,91˚ 29´,154˚ 56´,259˚ 53´,285˚ 48´
0,20190613,대구,77˚ 19´,44˚ 4´,76˚ 9´,54˚ 23´,18˚ 18´,91˚ 22´,154˚ 39´,259˚ 56´,285˚ 50´
0,20190614,대구,77˚ 22´,44˚ 3´,76˚ 11´,54˚ 27´,18˚ 22´,91˚ 16´,154˚ 23´,259˚ 58´,285˚ 51´
0,20190615,대구,77˚ 25´,44˚ 2´,76˚ 13´,54˚ 31´,18˚ 26´,91˚ 11´,154˚ 7´,260˚ 0´,285˚ 52´
0,20190616,대구,77˚ 28´,44˚ 0´,76˚ 14´,54˚ 35´,18˚ 30´,91˚ 6´,153˚ 51´,260˚ 1´,285˚ 53´
0,20190617,대구,77˚ 30´,43˚ 59´,76˚ 15´,54˚ 38´,18˚ 33´,91˚ 1´,153˚ 37´,260˚ 2´,285˚ 53´
0,20190618,대구,77˚ 31´,43˚ 57´,76˚ 15´,54˚ 42´,18˚ 37´,90˚ 57´,153˚ 22´,260˚ 1´,285˚ 53´
0,20190619,대구,77˚ 33´,43˚ 55´,76˚ 15´,54˚ 45´,18˚ 40´,90˚ 54´,153˚ 9´,260˚ 1´,285˚ 52´
0,20190620,대구,77˚ 33´,43˚ 53´,76˚ 15´,54˚ 48´,18˚ 43´,90˚ 51´,152˚ 56´,259˚ 59´,285˚ 51´
0,20190621,대구,77˚ 34´,43˚ 50´,76˚ 14´,54˚ 51´,18˚ 46´,90˚ 48´,152˚ 44´,259˚ 57´,285˚ 50´
0,20190622,대구,77˚ 34´,43˚ 48´,76˚ 13´,54˚ 53´,18˚ 48´,90˚ 46´,152˚ 32´,259˚ 55´,285˚ 48´
0,20190623,대구,77˚ 33´,43˚ 45´,76˚ 11´,54˚ 56´,18˚ 50´,90˚ 44´,152˚ 22´,259˚ 52´,285˚ 46´
0,20190624,대구,77˚ 33´,43˚ 42´,76˚ 9´,54˚ 58´,18˚ 52´,90˚ 43´,152˚ 12´,259˚ 48´,285˚ 43´
0,20190625,대구,77˚ 31´,43˚ 39´,76˚ 7´,55˚ 0´,18˚ 54´,90˚ 43´,152˚ 3´,259˚ 43´,285˚ 40´
0,20190626,대구,77˚ 30´,43˚ 35´,76˚ 4´,55˚ 1´,18˚ 56´,90˚ 43´,151˚ 54´,259˚ 38´,285˚ 37´
0,20190627,대구,77˚ 28´,43˚ 32´,76˚ 1´,55˚ 3´,18˚ 57´,90˚ 44´,151˚ 47´,259˚ 32´,285˚ 34´
0,20190628,대구,77˚ 25´,43˚ 28´,75˚ 58´,55˚ 4´,18˚ 58´,90˚ 45´,151˚ 40´,259˚ 26´,285˚ 30´
0,20190629,대구,77˚ 22´,43˚ 24´,75˚ 54´,55˚ 5´,18˚ 59´,90˚ 46´,151˚ 35´,259˚ 19´,285˚ 26´
0,20190630,대구,77˚ 19´,43˚ 20´,75˚ 50´,55˚ 6´,19˚ 0´,90˚ 48´,151˚ 30´,259˚ 12´,285˚ 21´
0,20190701,대구,77˚ 15´,43˚ 16´,75˚ 45´,55˚ 6´,19˚ 0´,90˚ 51´,151˚ 26´,259˚ 4´,285˚ 16´
0,20190702,대구,77˚ 11´,43˚ 12´,75˚ 40´,55˚ 7´,19˚ 0´,90˚ 54´,151˚ 23´,258˚ 55´,285˚ 11´
0,20190703,대구,77˚ 7´,43˚ 8´,75˚ 35´,55˚ 7´,19˚ 0´,90˚ 58´,151˚ 21´,258˚ 46´,285˚ 5´
0,20190704,대구,77˚ 2´,43˚ 3´,75˚ 30´,55˚ 6´,18˚ 59´,91˚ 2´,151˚ 20´,258˚ 36´,284˚ 59´
0,20190705,대구,76˚ 57´,42˚ 58´,75˚ 24´,55˚ 6´,18˚ 58´,91˚ 7´,151˚ 20´,258˚ 26´,284˚ 53´
0,20190706,대구,76˚ 51´,42˚ 54´,75˚ 18´,55˚ 5´,18˚ 57´,91˚ 12´,151˚ 21´,258˚ 15´,284˚ 47´
0,20190707,대구,76˚ 45´,42˚ 49´,75˚ 11´,55˚ 4´,18˚ 56´,91˚ 17´,151˚ 23´,258˚ 4´,284˚ 40´
0,20190708,대구,76˚ 38´,42˚ 44´,75˚ 4´,55˚ 2´,18˚ 55´,91˚ 24´,151˚ 26´,257˚ 52´,284˚ 33´
0,20190709,대구,76˚ 31´,42˚ 38´,74˚ 57´,55˚ 0´,18˚ 53´,91˚ 30´,151˚ 29´,257˚ 40´,284˚ 25´
0,20190710,대구,76˚ 24´,42˚ 33´,74˚ 50´,54˚ 58´,18˚ 51´,91˚ 38´,151˚ 34´,257˚ 27´,284˚ 18´
0,20190711,대구,76˚ 17´,42˚ 28´,74˚ 42´,54˚ 56´,18˚ 48´,91˚ 45´,151˚ 39´,257˚ 14´,284˚ 10´
0,20190712,대구,76˚ 9´,42˚ 22´,74˚ 34´,54˚ 53´,18˚ 45´,91˚ 53´,151˚ 45´,257˚ 1´,284˚ 1´
0,20190713,대구,76˚ 0´,42˚ 17´,74˚ 26´,54˚ 50´,18˚ 42´,92˚ 2´,151˚ 52´,256˚ 47´,283˚ 53´
0,20190714,대구,75˚ 51´,42˚ 11´,74˚ 17´,54˚ 47´,18˚ 39´,92˚ 11´,152˚ 0´,256˚ 32´,283˚ 44´
0,20190715,대구,75˚ 42´,42˚ 5´,74˚ 8´,54˚ 44´,18˚ 35´,92˚ 21´,152˚ 9´,256˚ 17´,283˚ 35´
0,20190716,대구,75˚ 33´,41˚ 59´,73˚ 59´,54˚ 40´,18˚ 31´,92˚ 31´,152˚ 18´,256˚ 2´,283˚ 26´
0,20190717,대구,75˚ 23´,41˚ 53´,73˚ 49´,54˚ 35´,18˚ 27´,92˚ 42´,152˚ 28´,255˚ 46´,283˚ 16´
0,20190718,대구,75˚ 13´,41˚ 47´,73˚ 39´,54˚ 31´,18˚ 22´,92˚ 53´,152˚ 39´,255˚ 31´,283˚ 6´
0,20190719,대구,75˚ 2´,41˚ 41´,73˚ 29´,54˚ 26´,18˚ 18´,93˚ 4´,152˚ 51´,255˚ 14´,282˚ 56´
0,20190720,대구,74˚ 51´,41˚ 35´,73˚ 19´,54˚ 21´,18˚ 12´,93˚ 16´,153˚ 3´,254˚ 58´,282˚ 46´
0,20190721,대구,74˚ 40´,41˚ 29´,73˚ 8´,54˚ 15´,18˚ 7´,93˚ 29´,153˚ 16´,254˚ 41´,282˚ 35´
0,20190722,대구,74˚ 28´,41˚ 22´,72˚ 57´,54˚ 9´,18˚ 1´,93˚ 42´,153˚ 29´,254˚ 23´,282˚ 25´
0,20190723,대구,74˚ 16´,41˚ 16´,72˚ 46´,54˚ 3´,17˚ 55´,93˚ 55´,153˚ 43´,254˚ 6´,282˚ 14´
0,20190724,대구,74˚ 4´,41˚ 9´,72˚ 34´,53˚ 56´,17˚ 49´,94˚ 9´,153˚ 58´,253˚ 48´,282˚ 2´
0,20190725,대구,73˚ 51´,41˚ 2´,72˚ 23´,53˚ 49´,17˚ 42´,94˚ 23´,154˚ 13´,253˚ 30´,281˚ 51´
0,20190726,대구,73˚ 38´,40˚ 56´,72˚ 11´,53˚ 42´,17˚ 35´,94˚ 38´,154˚ 28´,253˚ 12´,281˚ 39´
0,20190727,대구,73˚ 25´,40˚ 49´,71˚ 58´,53˚ 34´,17˚ 28´,94˚ 53´,154˚ 44´,252˚ 54´,281˚ 28´
0,20190728,대구,73˚ 11´,40˚ 42´,71˚ 46´,53˚ 26´,17˚ 20´,95˚ 8´,155˚ 0´,252˚ 35´,281˚ 16´
0,20190729,대구,72˚ 57´,40˚ 35´,71˚ 33´,53˚ 18´,17˚ 12´,95˚ 24´,155˚ 17´,252˚ 16´,281˚ 4´
0,20190730,대구,72˚ 43´,40˚ 28´,71˚ 20´,53˚ 9´,17˚ 4´,95˚ 40´,155˚ 34´,251˚ 57´,280˚ 51´
0,20190731,대구,72˚ 29´,40˚ 21´,71˚ 6´,53˚ 0´,16˚ 56´,95˚ 57´,155˚ 52´,251˚ 38´,280˚ 39´
0,20190801,대구,72˚ 14´,40˚ 13´,70˚ 53´,52˚ 51´,16˚ 47´,96˚ 13´,156˚ 10´,251˚ 19´,280˚ 26´
0,20190802,대구,71˚ 59´,40˚ 6´,70˚ 39´,52˚ 41´,16˚ 38´,96˚ 31´,156˚ 28´,250˚ 59´,280˚ 13´
0,20190803,대구,71˚ 43´,39˚ 59´,70˚ 24´,52˚ 31´,16˚ 29´,96˚ 48´,156˚ 46´,250˚ 40´,280˚ 0´
0,20190804,대구,71˚ 28´,39˚ 51´,70˚ 10´,52˚ 21´,16˚ 19´,97˚ 7´,157˚ 5´,250˚ 20´,279˚ 47´
0,20190805,대구,71˚ 12´,39˚ 44´,69˚ 55´,52˚ 10´,16˚ 9´,97˚ 25´,157˚ 24´,250˚ 1´,279˚ 34´
0,20190806,대구,70˚ 55´,39˚ 36´,69˚ 40´,51˚ 59´,15˚ 59´,97˚ 44´,157˚ 43´,249˚ 41´,279˚ 21´
0,20190807,대구,70˚ 39´,39˚ 28´,69˚ 25´,51˚ 48´,15˚ 48´,98˚ 3´,158˚ 3´,249˚ 22´,279˚ 7´
0,20190808,대구,70˚ 22´,39˚ 21´,69˚ 10´,51˚ 36´,15˚ 38´,98˚ 22´,158˚ 23´,249˚ 2´,278˚ 54´
0,20190809,대구,70˚ 5´,39˚ 13´,68˚ 54´,51˚ 24´,15˚ 26´,98˚ 42´,158˚ 42´,248˚ 42´,278˚ 40´
0,20190810,대구,69˚ 47´,39˚ 5´,68˚ 38´,51˚ 12´,15˚ 15´,99˚ 2´,159˚ 2´,248˚ 22´,278˚ 26´
0,20190811,대구,69˚ 30´,38˚ 57´,68˚ 22´,50˚ 59´,15˚ 3´,99˚ 22´,159˚ 22´,248˚ 3´,278˚ 12´
0,20190812,대구,69˚ 12´,38˚ 49´,68˚ 6´,50˚ 46´,14˚ 52´,99˚ 43´,159˚ 42´,247˚ 43´,277˚ 58´
0,20190813,대구,68˚ 54´,38˚ 41´,67˚ 49´,50˚ 32´,14˚ 39´,100˚ 4´,160˚ 3´,247˚ 24´,277˚ 44´
0,20190814,대구,68˚ 36´,38˚ 33´,67˚ 33´,50˚ 19´,14˚ 27´,100˚ 25´,160˚ 23´,247˚ 4´,277˚ 30´
0,20190815,대구,68˚ 17´,38˚ 24´,67˚ 15´,50˚ 5´,14˚ 14´,100˚ 46´,160˚ 43´,246˚ 45´,277˚ 16´
0,20190816,대구,67˚ 59´,38˚ 16´,66˚ 58´,49˚ 51´,14˚ 1´,101˚ 8´,161˚ 4´,246˚ 25´,277˚ 1´
0,20190817,대구,67˚ 40´,38˚ 8´,66˚ 41´,49˚ 36´,13˚ 48´,101˚ 30´,161˚ 24´,246˚ 6´,276˚ 47´
0,20190818,대구,67˚ 20´,37˚ 59´,66˚ 23´,49˚ 21´,13˚ 35´,101˚ 52´,161˚ 44´,245˚ 46´,276˚ 32´
0,20190819,대구,67˚ 1´,37˚ 51´,66˚ 5´,49˚ 6´,13˚ 21´,102˚ 14´,162˚ 5´,245˚ 27´,276˚ 18´
0,20190820,대구,66˚ 41´,37˚ 42´,65˚ 47´,48˚ 50´,13˚ 7´,102˚ 37´,162˚ 25´,245˚ 8´,276˚ 3´
0,20190821,대구,66˚ 22´,37˚ 33´,65˚ 29´,48˚ 35´,12˚ 53´,103˚ 0´,162˚ 45´,244˚ 49´,275˚ 48´
0,20190822,대구,66˚ 2´,37˚ 24´,65˚ 10´,48˚ 19´,12˚ 39´,103˚ 23´,163˚ 5´,244˚ 30´,275˚ 34´
0,20190823,대구,65˚ 41´,37˚ 15´,64˚ 52´,48˚ 2´,12˚ 24´,103˚ 46´,163˚ 25´,244˚ 11´,275˚ 19´
0,20190824,대구,65˚ 21´,37˚ 6´,64˚ 33´,47˚ 46´,12˚ 9´,104˚ 9´,163˚ 45´,243˚ 53´,275˚ 4´
0,20190825,대구,65˚ 1´,36˚ 57´,64˚ 14´,47˚ 29´,11˚ 54´,104˚ 33´,164˚ 5´,243˚ 34´,274˚ 49´
0,20190826,대구,64˚ 40´,36˚ 48´,63˚ 54´,47˚ 12´,11˚ 39´,104˚ 56´,164˚ 24´,243˚ 15´,274˚ 34´
0,20190827,대구,64˚ 19´,36˚ 38´,63˚ 35´,46˚ 55´,11˚ 24´,105˚ 20´,164˚ 44´,242˚ 57´,274˚ 19´
0,20190828,대구,63˚ 58´,36˚ 29´,63˚ 15´,46˚ 37´,11˚ 8´,105˚ 44´,165˚ 3´,242˚ 39´,274˚ 4´
0,20190829,대구,63˚ 37´,36˚ 19´,62˚ 56´,46˚ 20´,10˚ 52´,106˚ 8´,165˚ 23´,242˚ 21´,273˚ 48´
0,20190830,대구,63˚ 15´,36˚ 10´,62˚ 36´,46˚ 2´,10˚ 36´,106˚ 32´,165˚ 42´,242˚ 3´,273˚ 33´
0,20190831,대구,62˚ 54´,36˚ 0´,62˚ 15´,45˚ 44´,10˚ 20´,106˚ 57´,166˚ 0´,241˚ 45´,273˚ 18´
0,20190901,대구,62˚ 32´,35˚ 50´,61˚ 55´,45˚ 25´,10˚ 4´,107˚ 21´,166˚ 19´,241˚ 27´,273˚ 3´
0,20190902,대구,62˚ 11´,35˚ 40´,61˚ 35´,45˚ 7´,9˚ 48´,107˚ 46´,166˚ 38´,241˚ 10´,272˚ 47´
