,날짜,위치,남중고도,9시고도,12시고도,15시고도,18시고도,9시방위각,12시방위각,15시방위각,18시방위각
0,20180424,대구,66˚ 57´,38˚ 51´,66˚ 19´,48˚ 4´,12˚ 17´,103˚ 25´,165˚ 23´,246˚ 47´,277˚ 9´
0,20180425,대구,67˚ 17´,39˚ 4´,66˚ 39´,48˚ 15´,12˚ 26´,103˚ 6´,165˚ 19´,247˚ 12´,277˚ 27´
0,20180426,대구,67˚ 36´,39˚ 18´,66˚ 59´,48˚ 25´,12˚ 35´,102˚ 48´,165˚ 15´,247˚ 37´,277˚ 45´
0,20180427,대구,67˚ 55´,39˚ 31´,67˚ 18´,48˚ 36´,12˚ 44´,102˚ 29´,165˚ 10´,248˚ 2´,278˚ 3´
0,20180428,대구,68˚ 14´,39˚ 44´,67˚ 37´,48˚ 46´,12˚ 52´,102˚ 11´,165˚ 5´,248˚ 26´,278˚ 20´
0,20180429,대구,68˚ 33´,39˚ 56´,67˚ 56´,48˚ 56´,13˚ 1´,101˚ 53´,165˚ 0´,248˚ 50´,278˚ 37´
0,20180430,대구,68˚ 52´,40˚ 9´,68˚ 15´,49˚ 6´,13˚ 10´,101˚ 34´,164˚ 55´,249˚ 14´,278˚ 54´
0,20180501,대구,69˚ 10´,40˚ 21´,68˚ 33´,49˚ 16´,13˚ 19´,101˚ 16´,164˚ 49´,249˚ 38´,279˚ 10´
0,20180502,대구,69˚ 28´,40˚ 32´,68˚ 51´,49˚ 26´,13˚ 27´,100˚ 58´,164˚ 42´,250˚ 1´,279˚ 27´
0,20180503,대구,69˚ 46´,40˚ 44´,69˚ 8´,49˚ 35´,13˚ 36´,100˚ 39´,164˚ 36´,250˚ 24´,279˚ 43´
0,20180504,대구,70˚ 3´,40˚ 55´,69˚ 26´,49˚ 45´,13˚ 45´,100˚ 21´,164˚ 28´,250˚ 47´,279˚ 58´
0,20180505,대구,70˚ 21´,41˚ 6´,69˚ 43´,49˚ 54´,13˚ 53´,100˚ 3´,164˚ 21´,251˚ 10´,280˚ 14´
0,20180506,대구,70˚ 38´,41˚ 16´,70˚ 0´,50˚ 4´,14˚ 2´,99˚ 45´,164˚ 13´,251˚ 32´,280˚ 29´
0,20180507,대구,70˚ 54´,41˚ 26´,70˚ 16´,50˚ 13´,14˚ 10´,99˚ 27´,164˚ 4´,251˚ 54´,280˚ 44´
0,20180508,대구,71˚ 11´,41˚ 36´,70˚ 33´,50˚ 22´,14˚ 18´,99˚ 10´,163˚ 56´,252˚ 15´,280˚ 58´
0,20180509,대구,71˚ 27´,41˚ 46´,70˚ 49´,50˚ 31´,14˚ 27´,98˚ 52´,163˚ 46´,252˚ 37´,281˚ 13´
0,20180510,대구,71˚ 43´,41˚ 55´,71˚ 4´,50˚ 39´,14˚ 35´,98˚ 35´,163˚ 36´,252˚ 57´,281˚ 27´
0,20180511,대구,71˚ 58´,42˚ 4´,71˚ 19´,50˚ 48´,14˚ 43´,98˚ 17´,163˚ 26´,253˚ 18´,281˚ 40´
0,20180512,대구,72˚ 14´,42˚ 12´,71˚ 34´,50˚ 57´,14˚ 51´,98˚ 0´,163˚ 15´,253˚ 38´,281˚ 54´
0,20180513,대구,72˚ 29´,42˚ 20´,71˚ 49´,51˚ 5´,14˚ 59´,97˚ 43´,163˚ 4´,253˚ 57´,282˚ 7´
0,20180514,대구,72˚ 43´,42˚ 28´,72˚ 3´,51˚ 13´,15˚ 7´,97˚ 26´,162˚ 53´,254˚ 17´,282˚ 19´
0,20180515,대구,72˚ 58´,42˚ 36´,72˚ 17´,51˚ 22´,15˚ 15´,97˚ 9´,162˚ 40´,254˚ 36´,282˚ 32´
0,20180516,대구,73˚ 12´,42˚ 43´,72˚ 30´,51˚ 30´,15˚ 23´,96˚ 53´,162˚ 28´,254˚ 54´,282˚ 44´
0,20180517,대구,73˚ 25´,42˚ 50´,72˚ 44´,51˚ 38´,15˚ 31´,96˚ 37´,162˚ 15´,255˚ 12´,282˚ 55´
0,20180518,대구,73˚ 39´,42˚ 57´,72˚ 56´,51˚ 45´,15˚ 39´,96˚ 21´,162˚ 1´,255˚ 29´,283˚ 6´
0,20180519,대구,73˚ 52´,43˚ 3´,73˚ 9´,51˚ 53´,15˚ 46´,96˚ 5´,161˚ 47´,255˚ 46´,283˚ 17´
0,20180520,대구,74˚ 5´,43˚ 9´,73˚ 21´,52˚ 1´,15˚ 54´,95˚ 50´,161˚ 33´,256˚ 3´,283˚ 28´
0,20180521,대구,74˚ 17´,43˚ 15´,73˚ 33´,52˚ 8´,16˚ 1´,95˚ 34´,161˚ 18´,256˚ 19´,283˚ 38´
0,20180522,대구,74˚ 29´,43˚ 20´,73˚ 44´,52˚ 16´,16˚ 9´,95˚ 19´,161˚ 3´,256˚ 34´,283˚ 48´
0,20180523,대구,74˚ 41´,43˚ 25´,73˚ 55´,52˚ 23´,16˚ 16´,95˚ 5´,160˚ 47´,256˚ 50´,283˚ 58´
0,20180524,대구,74˚ 52´,43˚ 30´,74˚ 5´,52˚ 30´,16˚ 23´,94˚ 50´,160˚ 31´,257˚ 4´,284˚ 7´
0,20180525,대구,75˚ 3´,43˚ 34´,74˚ 15´,52˚ 37´,16˚ 30´,94˚ 36´,160˚ 15´,257˚ 18´,284˚ 16´
0,20180526,대구,75˚ 14´,43˚ 38´,74˚ 25´,52˚ 44´,16˚ 37´,94˚ 23´,159˚ 58´,257˚ 32´,284˚ 24´
0,20180527,대구,75˚ 24´,43˚ 42´,74˚ 35´,52˚ 50´,16˚ 44´,94˚ 9´,159˚ 41´,257˚ 45´,284˚ 32´
0,20180528,대구,75˚ 34´,43˚ 46´,74˚ 43´,52˚ 57´,16˚ 50´,93˚ 56´,159˚ 24´,257˚ 57´,284˚ 40´
0,20180529,대구,75˚ 43´,43˚ 49´,74˚ 52´,53˚ 3´,16˚ 57´,93˚ 43´,159˚ 6´,258˚ 9´,284˚ 47´
0,20180530,대구,75˚ 53´,43˚ 52´,75˚ 0´,53˚ 10´,17˚ 3´,93˚ 31´,158˚ 48´,258˚ 20´,284˚ 54´
0,20180531,대구,76˚ 1´,43˚ 54´,75˚ 8´,53˚ 16´,17˚ 10´,93˚ 19´,158˚ 31´,258˚ 31´,285˚ 1´
0,20180601,대구,76˚ 10´,43˚ 57´,75˚ 15´,53˚ 22´,17˚ 16´,93˚ 8´,158˚ 12´,258˚ 41´,285˚ 7´
0,20180602,대구,76˚ 18´,43˚ 59´,75˚ 22´,53˚ 28´,17˚ 22´,92˚ 56´,157˚ 54´,258˚ 51´,285˚ 12´
0,20180603,대구,76˚ 25´,44˚ 1´,75˚ 28´,53˚ 34´,17˚ 28´,92˚ 46´,157˚ 36´,259˚ 0´,285˚ 18´
0,20180604,대구,76˚ 33´,44˚ 2´,75˚ 34´,53˚ 39´,17˚ 34´,92˚ 35´,157˚ 17´,259˚ 8´,285˚ 23´
0,20180605,대구,76˚ 39´,44˚ 3´,75˚ 40´,53˚ 45´,17˚ 39´,92˚ 25´,156˚ 59´,259˚ 16´,285˚ 28´
0,20180606,대구,76˚ 46´,44˚ 4´,75˚ 45´,53˚ 50´,17˚ 45´,92˚ 16´,156˚ 41´,259˚ 23´,285˚ 32´
0,20180607,대구,76˚ 52´,44˚ 5´,75˚ 50´,53˚ 56´,17˚ 50´,92˚ 6´,156˚ 22´,259˚ 30´,285˚ 36´
0,20180608,대구,76˚ 57´,44˚ 5´,75˚ 54´,54˚ 1´,17˚ 55´,91˚ 58´,156˚ 4´,259˚ 36´,285˚ 39´
0,20180609,대구,77˚ 3´,44˚ 6´,75˚ 58´,54˚ 6´,18˚ 0´,91˚ 50´,155˚ 46´,259˚ 41´,285˚ 42´
0,20180610,대구,77˚ 8´,44˚ 6´,76˚ 2´,54˚ 10´,18˚ 5´,91˚ 42´,155˚ 28´,259˚ 46´,285˚ 45´
0,20180611,대구,77˚ 12´,44˚ 5´,76˚ 5´,54˚ 15´,18˚ 10´,91˚ 34´,155˚ 11´,259˚ 50´,285˚ 47´
0,20180612,대구,77˚ 16´,44˚ 5´,76˚ 8´,54˚ 19´,18˚ 14´,91˚ 27´,154˚ 53´,259˚ 54´,285˚ 49´
0,20180613,대구,77˚ 20´,44˚ 4´,76˚ 10´,54˚ 24´,18˚ 19´,91˚ 21´,154˚ 37´,259˚ 57´,285˚ 51´
0,20180614,대구,77˚ 23´,44˚ 3´,76˚ 12´,54˚ 28´,18˚ 23´,91˚ 15´,154˚ 20´,259˚ 59´,285˚ 52´
0,20180615,대구,77˚ 26´,44˚ 2´,76˚ 13´,54˚ 32´,18˚ 27´,91˚ 10´,154˚ 4´,260˚ 0´,285˚ 53´
0,20180616,대구,77˚ 28´,44˚ 0´,76˚ 14´,54˚ 35´,18˚ 31´,91˚ 5´,153˚ 49´,260˚ 1´,285˚ 53´
0,20180617,대구,77˚ 30´,43˚ 58´,76˚ 15´,54˚ 39´,18˚ 34´,91˚ 0´,153˚ 34´,260˚ 2´,285˚ 53´
0,20180618,대구,77˚ 32´,43˚ 57´,76˚ 15´,54˚ 42´,18˚ 37´,90˚ 56´,153˚ 20´,260˚ 1´,285˚ 53´
0,20180619,대구,77˚ 33´,43˚ 54´,76˚ 15´,54˚ 45´,18˚ 41´,90˚ 53´,153˚ 6´,260˚ 1´,285˚ 52´
0,20180620,대구,77˚ 33´,43˚ 52´,76˚ 15´,54˚ 48´,18˚ 43´,90˚ 50´,152˚ 53´,259˚ 59´,285˚ 51´
0,20180621,대구,77˚ 34´,43˚ 50´,76˚ 14´,54˚ 51´,18˚ 46´,90˚ 48´,152˚ 41´,259˚ 57´,285˚ 49´
0,20180622,대구,77˚ 34´,43˚ 47´,76˚ 12´,54˚ 54´,18˚ 49´,90˚ 46´,152˚ 30´,259˚ 54´,285˚ 47´
0,20180623,대구,77˚ 33´,43˚ 44´,76˚ 11´,54˚ 56´,18˚ 51´,90˚ 44´,152˚ 19´,259˚ 51´,285˚ 45´
0,20180624,대구,77˚ 32´,43˚ 41´,76˚ 9´,54˚ 58´,18˚ 53´,90˚ 43´,152˚ 10´,259˚ 47´,285˚ 43´
0,20180625,대구,77˚ 31´,43˚ 38´,76˚ 6´,55˚ 0´,18˚ 54´,90˚ 43´,152˚ 1´,259˚ 42´,285˚ 40´
0,20180626,대구,77˚ 29´,43˚ 35´,76˚ 3´,55˚ 2´,18˚ 56´,90˚ 43´,151˚ 53´,259˚ 37´,285˚ 37´
0,20180627,대구,77˚ 27´,43˚ 31´,76˚ 0´,55˚ 3´,18˚ 57´,90˚ 44´,151˚ 46´,259˚ 31´,285˚ 33´
0,20180628,대구,77˚ 24´,43˚ 28´,75˚ 57´,55˚ 4´,18˚ 58´,90˚ 45´,151˚ 40´,259˚ 25´,285˚ 29´
0,20180629,대구,77˚ 22´,43˚ 24´,75˚ 53´,55˚ 5´,18˚ 59´,90˚ 47´,151˚ 34´,259˚ 18´,285˚ 25´
0,20180630,대구,77˚ 18´,43˚ 20´,75˚ 49´,55˚ 6´,18˚ 59´,90˚ 49´,151˚ 30´,259˚ 10´,285˚ 20´
0,20180701,대구,77˚ 14´,43˚ 16´,75˚ 44´,55˚ 6´,19˚ 0´,90˚ 52´,151˚ 27´,259˚ 2´,285˚ 15´
0,20180702,대구,77˚ 10´,43˚ 11´,75˚ 39´,55˚ 6´,19˚ 0´,90˚ 55´,151˚ 24´,258˚ 53´,285˚ 10´
0,20180703,대구,77˚ 6´,43˚ 7´,75˚ 34´,55˚ 6´,18˚ 59´,90˚ 59´,151˚ 22´,258˚ 44´,285˚ 4´
0,20180704,대구,77˚ 1´,43˚ 2´,75˚ 28´,55˚ 6´,18˚ 59´,91˚ 3´,151˚ 22´,258˚ 34´,284˚ 58´
0,20180705,대구,76˚ 55´,42˚ 58´,75˚ 23´,55˚ 5´,18˚ 58´,91˚ 8´,151˚ 22´,258˚ 24´,284˚ 52´
0,20180706,대구,76˚ 49´,42˚ 53´,75˚ 16´,55˚ 4´,18˚ 57´,91˚ 13´,151˚ 23´,258˚ 13´,284˚ 45´
0,20180707,대구,76˚ 43´,42˚ 48´,75˚ 10´,55˚ 3´,18˚ 55´,91˚ 19´,151˚ 25´,258˚ 2´,284˚ 38´
0,20180708,대구,76˚ 37´,42˚ 43´,75˚ 3´,55˚ 1´,18˚ 54´,91˚ 25´,151˚ 28´,257˚ 50´,284˚ 31´
0,20180709,대구,76˚ 30´,42˚ 38´,74˚ 56´,55˚ 0´,18˚ 52´,91˚ 32´,151˚ 32´,257˚ 37´,284˚ 24´
0,20180710,대구,76˚ 22´,42˚ 32´,74˚ 48´,54˚ 58´,18˚ 50´,91˚ 40´,151˚ 36´,257˚ 25´,284˚ 16´
0,20180711,대구,76˚ 15´,42˚ 27´,74˚ 40´,54˚ 55´,18˚ 47´,91˚ 47´,151˚ 42´,257˚ 11´,284˚ 8´
0,20180712,대구,76˚ 7´,42˚ 21´,74˚ 32´,54˚ 52´,18˚ 44´,91˚ 56´,151˚ 48´,256˚ 58´,283˚ 59´
0,20180713,대구,75˚ 58´,42˚ 16´,74˚ 24´,54˚ 49´,18˚ 41´,92˚ 5´,151˚ 55´,256˚ 43´,283˚ 51´
0,20180714,대구,75˚ 49´,42˚ 10´,74˚ 15´,54˚ 46´,18˚ 38´,92˚ 14´,152˚ 3´,256˚ 29´,283˚ 42´
0,20180715,대구,75˚ 40´,42˚ 4´,74˚ 6´,54˚ 42´,18˚ 34´,92˚ 24´,152˚ 12´,256˚ 14´,283˚ 33´
0,20180716,대구,75˚ 30´,41˚ 58´,73˚ 57´,54˚ 38´,18˚ 30´,92˚ 34´,152˚ 21´,255˚ 58´,283˚ 23´
0,20180717,대구,75˚ 20´,41˚ 52´,73˚ 47´,54˚ 34´,18˚ 26´,92˚ 45´,152˚ 31´,255˚ 43´,283˚ 14´
0,20180718,대구,75˚ 10´,41˚ 46´,73˚ 37´,54˚ 30´,18˚ 21´,92˚ 56´,152˚ 42´,255˚ 27´,283˚ 4´
0,20180719,대구,74˚ 59´,41˚ 40´,73˚ 27´,54˚ 25´,18˚ 16´,93˚ 7´,152˚ 54´,255˚ 10´,282˚ 54´
0,20180720,대구,74˚ 48´,41˚ 33´,73˚ 16´,54˚ 19´,18˚ 11´,93˚ 19´,153˚ 6´,254˚ 54´,282˚ 43´
0,20180721,대구,74˚ 37´,41˚ 27´,73˚ 6´,54˚ 14´,18˚ 6´,93˚ 32´,153˚ 19´,254˚ 36´,282˚ 33´
0,20180722,대구,74˚ 25´,41˚ 21´,72˚ 55´,54˚ 8´,18˚ 0´,93˚ 45´,153˚ 33´,254˚ 19´,282˚ 22´
0,20180723,대구,74˚ 13´,41˚ 14´,72˚ 43´,54˚ 1´,17˚ 54´,93˚ 58´,153˚ 47´,254˚ 2´,282˚ 11´
0,20180724,대구,74˚ 1´,41˚ 7´,72˚ 32´,53˚ 55´,17˚ 47´,94˚ 12´,154˚ 1´,253˚ 44´,282˚ 0´
0,20180725,대구,73˚ 48´,41˚ 1´,72˚ 20´,53˚ 48´,17˚ 40´,94˚ 27´,154˚ 16´,253˚ 26´,281˚ 48´
0,20180726,대구,73˚ 35´,40˚ 54´,72˚ 8´,53˚ 40´,17˚ 33´,94˚ 41´,154˚ 32´,253˚ 8´,281˚ 37´
0,20180727,대구,73˚ 22´,40˚ 47´,71˚ 55´,53˚ 32´,17˚ 26´,94˚ 56´,154˚ 48´,252˚ 49´,281˚ 25´
0,20180728,대구,73˚ 8´,40˚ 40´,71˚ 43´,53˚ 24´,17˚ 18´,95˚ 12´,155˚ 5´,252˚ 30´,281˚ 13´
0,20180729,대구,72˚ 54´,40˚ 33´,71˚ 30´,53˚ 16´,17˚ 10´,95˚ 28´,155˚ 22´,252˚ 12´,281˚ 1´
0,20180730,대구,72˚ 40´,40˚ 26´,71˚ 16´,53˚ 7´,17˚ 2´,95˚ 44´,155˚ 39´,251˚ 53´,280˚ 48´
0,20180731,대구,72˚ 25´,40˚ 19´,71˚ 3´,52˚ 58´,16˚ 54´,96˚ 1´,155˚ 57´,251˚ 34´,280˚ 36´
0,20180801,대구,72˚ 10´,40˚ 12´,70˚ 49´,52˚ 49´,16˚ 45´,96˚ 18´,156˚ 15´,251˚ 14´,280˚ 23´
0,20180802,대구,71˚ 55´,40˚ 4´,70˚ 35´,52˚ 39´,16˚ 36´,96˚ 35´,156˚ 33´,250˚ 55´,280˚ 10´
0,20180803,대구,71˚ 39´,39˚ 57´,70˚ 21´,52˚ 29´,16˚ 26´,96˚ 53´,156˚ 52´,250˚ 36´,279˚ 58´
0,20180804,대구,71˚ 24´,39˚ 50´,70˚ 7´,52˚ 18´,16˚ 16´,97˚ 11´,157˚ 11´,250˚ 16´,279˚ 44´
0,20180805,대구,71˚ 8´,39˚ 42´,69˚ 52´,52˚ 7´,16˚ 6´,97˚ 30´,157˚ 30´,249˚ 56´,279˚ 31´
0,20180806,대구,70˚ 51´,39˚ 34´,69˚ 37´,51˚ 56´,15˚ 56´,97˚ 48´,157˚ 49´,249˚ 37´,279˚ 18´
0,20180807,대구,70˚ 35´,39˚ 27´,69˚ 22´,51˚ 45´,15˚ 46´,98˚ 8´,158˚ 8´,249˚ 17´,279˚ 4´
0,20180808,대구,70˚ 18´,39˚ 19´,69˚ 6´,51˚ 33´,15˚ 35´,98˚ 27´,158˚ 28´,248˚ 57´,278˚ 51´
0,20180809,대구,70˚ 1´,39˚ 11´,68˚ 50´,51˚ 21´,15˚ 24´,98˚ 47´,158˚ 48´,248˚ 38´,278˚ 37´
0,20180810,대구,69˚ 43´,39˚ 3´,68˚ 35´,51˚ 8´,15˚ 12´,99˚ 7´,159˚ 8´,248˚ 18´,278˚ 23´
0,20180811,대구,69˚ 26´,38˚ 55´,68˚ 18´,50˚ 56´,15˚ 0´,99˚ 27´,159˚ 28´,247˚ 58´,278˚ 9´
0,20180812,대구,69˚ 8´,38˚ 47´,68˚ 2´,50˚ 43´,14˚ 49´,99˚ 48´,159˚ 48´,247˚ 39´,277˚ 55´
0,20180813,대구,68˚ 50´,38˚ 39´,67˚ 45´,50˚ 29´,14˚ 36´,100˚ 9´,160˚ 8´,247˚ 19´,277˚ 41´
0,20180814,대구,68˚ 31´,38˚ 31´,67˚ 28´,50˚ 15´,14˚ 24´,100˚ 30´,160˚ 28´,246˚ 59´,277˚ 27´
0,20180815,대구,68˚ 13´,38˚ 22´,67˚ 11´,50˚ 1´,14˚ 11´,100˚ 51´,160˚ 48´,246˚ 40´,277˚ 12´
0,20180816,대구,67˚ 54´,38˚ 14´,66˚ 54´,49˚ 47´,13˚ 58´,101˚ 13´,161˚ 8´,246˚ 20´,276˚ 58´
0,20180817,대구,67˚ 35´,38˚ 5´,66˚ 36´,49˚ 32´,13˚ 45´,101˚ 35´,161˚ 29´,246˚ 1´,276˚ 43´
0,20180818,대구,67˚ 16´,37˚ 57´,66˚ 19´,49˚ 17´,13˚ 31´,101˚ 57´,161˚ 49´,245˚ 42´,276˚ 29´
0,20180819,대구,66˚ 56´,37˚ 48´,66˚ 1´,49˚ 2´,13˚ 18´,102˚ 20´,162˚ 9´,245˚ 22´,276˚ 14´
0,20180820,대구,66˚ 37´,37˚ 40´,65˚ 43´,48˚ 47´,13˚ 4´,102˚ 42´,162˚ 29´,245˚ 3´,276˚ 0´
0,20180821,대구,66˚ 17´,37˚ 31´,65˚ 24´,48˚ 31´,12˚ 50´,103˚ 5´,162˚ 50´,244˚ 44´,275˚ 45´
0,20180822,대구,65˚ 57´,37˚ 22´,65˚ 6´,48˚ 15´,12˚ 35´,103˚ 28´,163˚ 10´,244˚ 25´,275˚ 30´
0,20180823,대구,65˚ 36´,37˚ 13´,64˚ 47´,47˚ 59´,12˚ 20´,103˚ 51´,163˚ 30´,244˚ 6´,275˚ 15´
0,20180824,대구,65˚ 16´,37˚ 4´,64˚ 28´,47˚ 42´,12˚ 6´,104˚ 15´,163˚ 50´,243˚ 48´,275˚ 0´
0,20180825,대구,64˚ 56´,36˚ 55´,64˚ 9´,47˚ 25´,11˚ 51´,104˚ 38´,164˚ 9´,243˚ 29´,274˚ 45´
0,20180826,대구,64˚ 35´,36˚ 45´,63˚ 50´,47˚ 8´,11˚ 35´,105˚ 2´,164˚ 29´,243˚ 11´,274˚ 30´
0,20180827,대구,64˚ 14´,36˚ 36´,63˚ 30´,46˚ 51´,11˚ 20´,105˚ 26´,164˚ 49´,242˚ 53´,274˚ 15´
0,20180828,대구,63˚ 53´,36˚ 27´,63˚ 11´,46˚ 33´,11˚ 4´,105˚ 50´,165˚ 8´,242˚ 34´,274˚ 0´
0,20180829,대구,63˚ 32´,36˚ 17´,62˚ 51´,46˚ 15´,10˚ 48´,106˚ 14´,165˚ 27´,242˚ 16´,273˚ 45´
0,20180830,대구,63˚ 10´,36˚ 8´,62˚ 31´,45˚ 57´,10˚ 32´,106˚ 38´,165˚ 46´,241˚ 58´,273˚ 30´
0,20180831,대구,62˚ 49´,35˚ 58´,62˚ 11´,45˚ 39´,10˚ 16´,107˚ 3´,166˚ 5´,241˚ 41´,273˚ 14´
0,20180901,대구,62˚ 27´,35˚ 48´,61˚ 50´,45˚ 21´,10˚ 0´,107˚ 27´,166˚ 24´,241˚ 23´,272˚ 59´
0,20180902,대구,62˚ 5´,35˚ 38´,61˚ 30´,45˚ 2´,9˚ 44´,107˚ 52´,166˚ 42´,241˚ 5´,272˚ 44´
0,20180903,대구,61˚ 43´,35˚ 28´,61˚ 9´,44˚ 43´,9˚ 27´,108˚ 16´,167˚ 1´,240˚ 48´,272˚ 28´
0,20180904,대구,61˚ 21´,35˚ 18´,60˚ 48´,44˚ 24´,9˚ 10´,108˚ 41´,167˚ 19´,240˚ 31´,272˚ 13´
0,20180905,대구,60˚ 59´,35˚ 8´,60˚ 27´,44˚ 5´,8˚ 53´,109˚ 6´,167˚ 37´,240˚ 14´,271˚ 57´
0,20180906,대구,60˚ 37´,34˚ 57´,60˚ 6´,43˚ 46´,8˚ 36´,109˚ 31´,167˚ 55´,239˚ 57´,271˚ 42´
0,20180907,대구,60˚ 14´,34˚ 47´,59˚ 45´,43˚ 27´,8˚ 19´,109˚ 56´,168˚ 12´,239˚ 40´,271˚ 26´
0,20180908,대구,59˚ 52´,34˚ 36´,59˚ 24´,43˚ 7´,8˚ 2´,110˚ 20´,168˚ 29´,239˚ 23´,271˚ 11´
0,20180909,대구,59˚ 29´,34˚ 25´,59˚ 2´,42˚ 47´,7˚ 45´,110˚ 45´,168˚ 46´,239˚ 7´,270˚ 55´
0,20180910,대구,59˚ 7´,34˚ 15´,58˚ 41´,42˚ 27´,7˚ 27´,111˚ 10´,169˚ 3´,238˚ 50´,270˚ 40´
0,20180911,대구,58˚ 44´,34˚ 4´,58˚ 19´,42˚ 7´,7˚ 10´,111˚ 35´,169˚ 19´,238˚ 34´,270˚ 24´
0,20180912,대구,58˚ 21´,33˚ 53´,57˚ 57´,41˚ 47´,6˚ 52´,112˚ 0´,169˚ 36´,238˚ 18´,270˚ 9´
0,20180913,대구,57˚ 58´,33˚ 42´,57˚ 35´,41˚ 27´,6˚ 34´,112˚ 25´,169˚ 52´,238˚ 2´,269˚ 53´
0,20180914,대구,57˚ 35´,33˚ 30´,57˚ 13´,41˚ 7´,6˚ 17´,112˚ 50´,170˚ 7´,237˚ 46´,269˚ 37´
0,20180915,대구,57˚ 12´,33˚ 19´,56˚ 51´,40˚ 46´,5˚ 59´,113˚ 15´,170˚ 23´,237˚ 30´,269˚ 22´
0,20180916,대구,56˚ 49´,33˚ 8´,56˚ 29´,40˚ 26´,5˚ 41´,113˚ 40´,170˚ 38´,237˚ 14´,269˚ 6´
0,20180917,대구,56˚ 26´,32˚ 56´,56˚ 7´,40˚ 5´,5˚ 23´,114˚ 4´,170˚ 53´,236˚ 59´,268˚ 50´
0,20180918,대구,56˚ 3´,32˚ 44´,55˚ 44´,39˚ 44´,5˚ 5´,114˚ 29´,171˚ 8´,236˚ 43´,268˚ 34´
0,20180919,대구,55˚ 40´,32˚ 33´,55˚ 22´,39˚ 24´,4˚ 47´,114˚ 54´,171˚ 22´,236˚ 28´,268˚ 19´
0,20180920,대구,55˚ 16´,32˚ 21´,54˚ 59´,39˚ 3´,4˚ 29´,115˚ 18´,171˚ 37´,236˚ 13´,268˚ 3´
0,20180921,대구,54˚ 53´,32˚ 9´,54˚ 37´,38˚ 42´,4˚ 11´,115˚ 43´,171˚ 51´,235˚ 58´,267˚ 47´
0,20180922,대구,54˚ 30´,31˚ 57´,54˚ 14´,38˚ 21´,3˚ 53´,116˚ 7´,172˚ 4´,235˚ 43´,267˚ 31´
0,20180923,대구,54˚ 6´,31˚ 44´,53˚ 52´,38˚ 0´,3˚ 35´,116˚ 31´,172˚ 18´,235˚ 28´,267˚ 15´
0,20180924,대구,53˚ 43´,31˚ 32´,53˚ 29´,37˚ 39´,3˚ 17´,116˚ 55´,172˚ 31´,235˚ 13´,267˚ 0´
0,20180925,대구,53˚ 20´,31˚ 20´,53˚ 6´,37˚ 18´,2˚ 59´,117˚ 19´,172˚ 43´,234˚ 59´,266˚ 44´
0,20180926,대구,52˚ 56´,31˚ 7´,52˚ 44´,36˚ 58´,2˚ 42´,117˚ 43´,172˚ 56´,234˚ 44´,266˚ 28´
0,20180927,대구,52˚ 33´,30˚ 55´,52˚ 21´,36˚ 37´,2˚ 24´,118˚ 7´,173˚ 8´,234˚ 30´,266˚ 12´
0,20180928,대구,52˚ 10´,30˚ 42´,51˚ 58´,36˚ 16´,2˚ 6´,118˚ 31´,173˚ 20´,234˚ 15´,265˚ 56´
0,20180929,대구,51˚ 46´,30˚ 29´,51˚ 36´,35˚ 55´,1˚ 48´,118˚ 54´,173˚ 32´,234˚ 1´,265˚ 40´
0,20180930,대구,51˚ 23´,30˚ 16´,51˚ 13´,35˚ 34´,1˚ 30´,119˚ 17´,173˚ 43´,233˚ 47´,265˚ 24´
0,20181001,대구,51˚ 0´,30˚ 3´,50˚ 50´,35˚ 13´,1˚ 13´,119˚ 40´,173˚ 54´,233˚ 33´,265˚ 8´
0,20181002,대구,50˚ 36´,29˚ 50´,50˚ 27´,34˚ 52´,0˚ 55´,120˚ 3´,174˚ 5´,233˚ 19´,264˚ 52´
0,20181003,대구,50˚ 13´,29˚ 37´,50˚ 4´,34˚ 32´,0˚ 38´,120˚ 26´,174˚ 15´,233˚ 5´,264˚ 36´
0,20181004,대구,49˚ 50´,29˚ 24´,49˚ 42´,34˚ 11´,0˚ 20´,120˚ 48´,174˚ 25´,232˚ 51´,264˚ 20´
0,20181005,대구,49˚ 27´,29˚ 10´,49˚ 19´,33˚ 50´,0˚ 3´,121˚ 10´,174˚ 35´,232˚ 37´,264˚ 4´
0,20181006,대구,49˚ 4´,28˚ 57´,48˚ 56´,33˚ 30´,0˚ 14´,121˚ 32´,174˚ 44´,232˚ 23´,263˚ 48´
0,20181007,대구,48˚ 41´,28˚ 43´,48˚ 34´,33˚ 10´,0˚ 31´,121˚ 54´,174˚ 53´,232˚ 9´,263˚ 32´
0,20181008,대구,48˚ 18´,28˚ 29´,48˚ 11´,32˚ 49´,0˚ 48´,122˚ 16´,175˚ 2´,231˚ 56´,263˚ 16´
0,20181009,대구,47˚ 55´,28˚ 16´,47˚ 49´,32˚ 29´,-1˚ 5´,122˚ 37´,175˚ 11´,231˚ 42´,263˚ 0´
0,20181010,대구,47˚ 32´,28˚ 2´,47˚ 26´,32˚ 9´,-1˚ 21´,122˚ 58´,175˚ 19´,231˚ 28´,262˚ 44´
0,20181011,대구,47˚ 10´,27˚ 48´,47˚ 4´,31˚ 49´,-1˚ 38´,123˚ 19´,175˚ 27´,231˚ 15´,262˚ 28´
0,20181012,대구,46˚ 47´,27˚ 34´,46˚ 42´,31˚ 29´,-1˚ 54´,123˚ 39´,175˚ 35´,231˚ 1´,262˚ 12´
